Id;Sentiment;Text Tweet
2567;positive;Apakah uangnya bisa direfund Utk kelas seni sains tetap lanjut gpp
2568;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 784357 Terimakasih sudah menghubungi Tim Parents Care SMM SD
2569;positive;Kami konfirmasikan ke tim kami dahulu ya ayahbunda SD
2570;positive;Iya soalnya akhir tahun kemarin tetep ada tagihannya walau kelasnya udh kelar jd saya pikir kelasnya lanjut otomatis Ternyata ngga
2571;positive;Baik ayahbunda sedang ditanyakan ke tim terkait dan akan dicek dahulu ya SD
2572;positive;Ayahbunda apakah ekskul quran nya ingin digantikan saja dengan ekskul lain sehingga biaya yang sudah dibayarkan akan dibuatkan voucher untuk digunakan dalam pembayaran ekskul selanjutnya SD
2573;positive;Opsi lainnya apa saja
2574;positive;Bisa dicek di sini ya ayahbunda Katalog PAUD SD 12 wwwsekolahmuridmerdekaidKatalogEkskulPAUDSD2 Katalog SD 36 wwwsekolahmuridmerdekaidKatalogEkskulSD3_6 Katalog SMP SMA wwwsekolahmuridmerdekaidKatalogEkskulSMPSMA SD
2575;positive;Anak saya mau kelas nulis tapi itu bentrok sama kelas sains Jadi masih bisa dipake utk tahun depan kah
2576;positive;Sorry bentrok dgn kelas seni
2577;positive;Ayahbunda jika ayahbunda bersedia senin bisa ikut konsultasi via zoom dengan tim ekskul ya PW
2578;positive;Konsultasi online via zoom httpszoomusj91716745282 Jadwal Senin Jumat 1500 1630 WIB PW
2579;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 785434 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu SW
2580;positive;Sy mau tanya ekskul untuk kelas 12 TMR Semester 2
2581;positive;Silahkan AyahBunda bisa dijelaskan secara detailnya SW
2582;positive;Pilihan Ektra Kulikuler unt kelas TMR 12 Apa saja Menurut info wajib di ikuti
2583;positive;Atau mungkin ada link untuk melihat pilihan Ekskul
2584;positive;Silahkan akses link dibawah ini AyahBunda httpsbayarsekolahmupaketsekolahmuekskulsmm SW
2585;positive;Mohon konfirmasinya AyahBunda ada yang bisa kami bantu kembali SW
2586;positive;Sementara cukup Terima kasih
2587;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu SW
2588;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 785617 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu HA
2589;positive;Boleh share program ekskul smstr 2
2590;positive;Baik ini ya httpswwwsekolahmuridmerdekaidJadwalEkskulSMM SP
2591;positive;Klau ekskul yg smster 1 ga ikut lain di biarin aja ya di lms Ga ush bayar Hrs di delete atau akan ilang sendiri krn kelasnya mash ada
2592;positive;Halo AyahBunda untuk cancel ekskul silahkan mengisi form berikut httpsbitlyformkendalaekskul AyahBunda perlu menghadiri sesi konsultasi terlebih dahulu dengan Tim Ekskul SMM untuk kelanjutan cancel ekskul dengan jadwal setiap seninjumat pukul 1500 1630 WIB link zoom httpswwwsekolahmuridmerdekaidKonsultasiOnline Jika sudah mengikuti konsultasi kami akan mecancel tagihan ekskul maksimal 1x24 jam Jika proses sudah selesai Tim Sekolahmu akan konfirmasi via Email yang terdaftar di form kendala Terima kasih SP
2593;positive;Oogt
2594;positive;Baik Trmksh infony
2595;positive;Baik sama sama ya apa ada yang bisa kami bantu kembali saat ini SP
2596;positive;Sdh trmksh
2597;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu SP
2598;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 792148 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu UY
2599;positive;Saya mau menanyakan ttgl eskul
2600;positive;utk eskul apa perlu daftar ulang lagi
2601;positive;Saya lihat di LMS belum muncul programnya utk semester 2
2602;positive;Dan belum muncul tagihan jg
2603;positive;Ayahbunda untuk ekskul mohon ditunggu saja ya oleh tim terkait memang sedang dalam penginputan berkala untuk yang semester 2 ya mohon ditunggu dan cek berkala saja ya UY
2604;positive;Ok trimakasih
2605;positive;Sama sama Ayahbunda Apa ada yang bisa kami bantu kembali UY
2606;positive;Tidak ada
2607;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu UY
2608;positive;SPP di LMS belum bisa di akses
2609;positive;Seperti ini masih kosong
2610;positive;Muhammad Fikran Shafiq SMP 7B muhammadfikranshafiq2011gmailcom Tagihan tidak muncul di LMS
2611;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 792830 Terimakasih sudah menghubungi Tim Parents Care SMM Mohon coba cek tagihan dengan step berikut ini AyahBunda 1 buka smmsekolahmu 2 Lalu di daftar relasi anak klik dulu Akun anak 3 Akun akan berubah ke akun anak 4 Klik akun daftar tagihan 5 Apakah ada tagihannya di akun anak SW
2612;positive;Tagihan di bagian notifikasi bukan ya
2613;positive;Sudah masuk ke akun anak
2614;positive;Bukan AyahBunda apakah AyahBunda sudah mengikuti step diatas SW
2615;positive;Oh di klik yg ada foto anak ya
2616;positive;Ok sudah bisa bayar dg QRIS BSI
2617;positive;Mau tanya lagi mba
2618;positive;Kemarin kan sy sdh daftar beasiswa sirkel bisa di upgrade lagi kode voucher nya
2619;positive;Untuk kode voucher akan dikirimkan maksimal 14 hari kerja AyahBunda jadi mohon ditunggu ya SW
2620;positive;Baik
2621;positive;Baik AyahBunda ada yang bisa kami bantu kembali SW
2622;positive;Untuk ekskul itu masuknya ke nilai apa ya
2623;positive;Karena anak saya ga ambil ekskul di SMM tapi di rumah ikut les mengaji apakah bisa digunakan sbg nilai ekskul
2624;positive;Baik AyahBunda untuk ekskul ini bersifat wajib ya Minimal ambil satu ekskul AyahBunda bisa daring maupun luring SW
2625;positive;Kalo semester kmrin ga ikut bagaimana mba Karena anak sy minatnya yg olah raga tapi jauh kalo harus datang ke SMM
2626;positive;Di Hub Cibubur ada olah raga apa aja
2627;positive;Baik AyahBunda silahkan untuk mendaftarkan ananda ya untuk Hub Cibubur berikut ini katalognnya Katalog PAUD SD 12 wwwsekolahmuridmerdekaidKatalogEkskulPAUDSD2 Katalog SD 36 wwwsekolahmuridmerdekaidKatalogEkskulSD3_6 Katalog SMP SMA wwwsekolahmuridmerdekaidKatalogEkskulSMPSMA SW
2628;positive;Apakah informasinya sudah cukup jelas AyahBunda ada yang bisa kami bantu kembali SW
2629;positive;Cukup terima kasih
2630;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu SW
2631;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 792985 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu DN
2632;positive;Pagi saya mau tanya utk anak kelas 2 dan 3 TMR di Hub Cilandak baru mau daftar utk ekskul ke mana ya Masmba terima kasih
2633;positive;Selamat siang untuk pendaftaran ekskulnya melalui link berikut httpsbayarsekolahmupaketsekolahmuekskulsmm ya AyahBunda DN
2634;positive;Oke satu lagi utk daftar ulang bisa pakai 2 beasiswa sirkel dan siblings kah
2635;positive;Untuk beasiswa pendaftaran ulang 2 anak adik dan kakak seperti ini ya AyahBunda Anak ke 1 bisa mendaftar beasiswa sirkel Anak ke 2 bisa mendaftar beasiswa sirkel dan siblings DN
2636;positive;Jadi jika ada dua anak beasiswa siblings hanya bisa didaftarkan untuk salah satu anak saja ya AyahBunda DN
2637;positive;Baik
2638;positive;Terimakasih
2639;positive;Baik samasama AyahBunda DN
2640;positive;Apakah ada yang dapat kami bantu kembali DN
2641;positive;Halo AyahBunda Sampai saat ini kami belum mendapatkan respon balasan karena tidak ada respon maka chat ini akan kami akhiri dulu ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu DN
2642;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 796240 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu SD
2643;positive;Halo saya ingin memberhentikan eksul anak
2644;positive;Mohon diinfokan data nya ya ayahbunda Nama siswa Email akun Kelas Ekskul yang ingin berhenti Alasan Ekskul baru SD
2645;positive;Nama siswa Ario Dante Panudju Email akun ariodantepanudjugmailcom Eksul yang ingin berhenti Eskul Menulis Alasan Sudah ada eksul tambahan diluar SMM Eksul baru Tidak ada
2646;positive;Nama siswa Alanis Queta Panudju Kelas 3 SD Email akun qorinaindahklgmailcom Eksul yang ingin berhenti Eskul Mengaji Alasan Sudah ada kelas mengaji di pelajaran Agama Islam Eksul baru Tidak ada
2647;positive;Nama siswa Ario Dante Panudju Kelas 7 SMP Email akun ariodantepanudjugmailcom Eksul yang ingin berhenti Eskul Menulis Alasan Sudah ada eksul tambahan diluar SMM Eksul baru Tidak ada
2648;positive;Baik ada 2 siswa ya ayahbunda Kami konfirmasikan ke tim kami dahulu ya SD
2649;positive;Baik
2650;positive;Baik ayahbunda SD
2651;positive;AyahBunda sebelum dicancel apakah siswa mau ikut ekskul lain yang mungkin ananda suka dan jadwalnya cocok bisa dilihat dari katalog ini ya bunda Katalog PAUD SD 12 wwwsekolahmuridmerdekaidKatalogEkskulPAUDSD2 Katalog SD 36 wwwsekolahmuridmerdekaidKatalogEkskulSD3_6 Katalog SMP SMA wwwsekolahmuridmerdekaidKatalogEkskulSMPSMA atau bundanya juga bisa gabung ke konsultasi ekskul yang diadakan setiap SeninJumat 15001630 WIB via zoom melalui link httpswwwsekolahmuridmerdekaidKonsultasiOnline SD
2652;positive;Sudah lihat
2653;positive;Jadi tolong dihentikan kelasnya ya
2654;positive;Dan tagihannya juga di hentikan
2655;positive;Baik ayahbunda kami proses ya SD
2656;positive;Baik
2657;positive;Baik ayahbunda SD
2658;positive;Ayahbunda proses berhenti ekskul nya maksimal 2x24 jam ya Silakan dicek berkala ya nanti tagihan dan programnya akan diberhentikan Apakah ada yang bisa kami bantu kembali SD
2659;positive;Baik terima kasih
2660;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu SD
2661;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 796314 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu UY
2662;positive;Siang kak maaf anak saya kan sudah tidak mengikuti eskul seni rupa dan ber pindah ke koding tp kenapa program eskul seni rupanya masi masuk ke LMS ya bisa minta di hapus saja kak
2663;positive;AyahBunda boleh dibantu infokan nama anak email akun jenjang UY
2664;positive;Nama Rayi Fatih Jatira Email rayifjgmailcom Jenjang 3 SD
2665;positive;Kami konfirmasikan dahulu ya mohon ditunggu UY
2666;positive;Ok ditunggu
2667;positive;Baik AyahBunda UY
2668;positive;AyahBunda terkait ekskul seni rupanya sudah kami konfirmasikan ya nanti akan diproses dihapuskan ya mohon kesediannya menunggu dan cek berkala sampai besok ya AyahBunda UY
2669;positive;Baik kak terima kasih
2670;positive;Sama sama AyahBunda Apa ada yang bisa kami bantu kembali UY
2671;positive;Tidak ada kak cukup terima kasih
2672;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu UY
2673;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 806774 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu UY
2674;positive;Iya saya mau tanya di LMS anak saya ada kelas ekskul seni rupa dan ekskul Sains Padahal kami ngga pernah daftar
2675;positive;Anak saya hanya ikut coding dan wirausaha
2676;positive;Nama anak Narendra Pandji Aqilla Email anak narendrapandjiaqillagmailcon Jenjang 3 SD Ekskul yang diikuti NK Koding dan Wirausaha
2677;positive;AyahBunda kami konfirmasikan dahulu ke tim terkait ya untuk dicek mohon ditunggu UY
2678;positive;Ayahbunda silahkan dicek kembali untuk ekskul seni rupa dan sainsnya sudah dihapuskan ya dari LMS UY
2679;positive;Baik
2680;positive;Terimakasih
2681;positive;Sama sama AyahBunda Apa ada yang bisa kami bantu kembali UY
2682;positive;Sudah cukup
2683;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu UY
2684;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 814583 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu PW
2685;positive;Selamat siang
2686;positive;Mau tanya tenta g rapor ekskul
2687;positive;Bolehkah sains tidak ush di masukan di rapor
2688;positive;kami coba konfirmasikan dulu ke tim ya PW
2689;positive;Ditunggu
2690;positive;boleh dibantu informasikan datanya ya nama email nama ekskul kelas PW
2691;positive;boleh dibantu informasikan datanya ya nama Yoona fatiha Ubaidillah email chaliviagmailcom nama ekskul sains kelas SD 2 PW
2692;positive;Oh iya tagihannya sampai skrg masih ada apakah bisa dihilangkan di applikasinya juga
2693;positive;Baik terima kasih mohon ditunggu 3x24 jam ya untuk penghapusannya PW
2694;positive;
2695;positive;tagihan kelas sains ya PW
2696;positive;Iya
2697;positive;Terimakasih
2698;positive;baik sama sama ya ada yang bisa kami bantu kembali PW
2699;positive;Jadi saya tinggal tunggu 3x24 jam ya admin Untuk revisi rapor dan menghilangkan tagihannya di applikasinya
2700;positive;iya ayahbunda PW
2701;positive;Baik Terima kasih boleh di akhiri
2702;positive;Baik samasamaAyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu PW
2703;positive;Oke saya share dulu yg ingin saya ketahui ya
2704;positive;Desember lalu saya sudah mengajukan stop wirausaha namun saya dpt reminder ini Utk ekskul yg masih jalan pembayaran selalu saya lakukan Mohon dibantu nama Tanesha Reno dikeluarkan dari list pembayaran wirausaha ya
2705;positive;Satu lagi akhir Januari lalu kami mengajukan beasiswa sirkel atas nama Tanesha Reno Syahputri untuk Hub Ciputat kelas 4 SD TMR 3 jam Kalau saya ga salah ingat ada info yg mengatakan akan direspon 7 hari Apakah sudah ada kelanjutannya Mohon infonya ya Terima kasih
2706;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 840020 Terimakasih sudah menghubungi Tim Parents Care SMM AW
2707;positive;Selamat pagisilakan diinfokan ya Nama lengkap anak jenjang kelas email akun AW
2708;positive;Selamat pagisilakan diinfokan ya Nama lengkap anak Tanesha Reno Syahputri jenjang kelas 3SD email akun tanesharenogmailcom AW
2709;positive;Untuk stop ekskulnya apakah sudah mengisi form ini httpsbitlyformkendalaekskul AyahBunda perlu menghadiri sesi konsultasi terlebih dahulu dengan Tim Ekskul SMM untuk kelanjutan cancel ekskul dengan jadwal setiap seninjumat pukul 1500 1630 WIB link zoom httpswwwsekolahmuridmerdekaidKonsultasiOnline SP
2710;positive;untuk beasiswa sirkelnya kami cek masih dalam antrian ya kode vouchernya mohon menunggu dan cek email berkala maksimal 14 hari kerja ya AyahBunda SP
2711;positive;Sptnya belum waktu lalu saya hanya diminta info ini saja
2712;positive;Baik saya isi ya Sesi konsultasi harus dg appointment
2713;positive;Baik
2714;positive;Baik silakan isi formnya kemudian bisa ikuti konsultasi zoom sore ini tersedia dari mulai jam 15001630 bebas datang jam berapa saja SP
2715;positive;Baik terima kasih infonya
2716;positive;Baik sama sama ya apa ada yang bisa kami bantu kembali saat ini SP
2717;positive;Untuk saat ini sudah cukup terima kasih MbakMas SP
2718;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu SP
2719;positive;Selamat Siang bapak ibu
2720;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 857993 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu SD
2721;positive;Saya sudah daftar kelas 3 lanjutan anak saya masih kelas 2B namanya adzka rafasyaa pramona purba tapi belum Ada list bayaran Nya kemana dan jumlahnya berapa
2722;positive;Apa boleh saya tau supaya bisa saya tf
2723;positive;Waktu itu sudah rapat kode beasiswa
2724;positive;Apakah sudah mendaftar beasiswa ayahbunda SD
2725;positive;Sudah ka
2726;positive;Jika sudah mendaftar beasiswa ayahbunda dapat cek email untuk informasi beasiswa nya termasuk nominal kode voucher dan cara penggunaannya ya SD
2727;positive;Bayar nya bagaimana ya ka
2728;positive;Apakah sudah dapat emailnya ayahbunda SD
2729;positive;cara bayarnya akan diinfokan di email ayahbunda klik link pembayarannya dan masukkan kode voucher SD
2730;positive;Baik terima kasih ka
2731;positive;samasama bunda apakah ada yang bisa kami bantu kembali SD
2732;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu SD
2733;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 865962 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu SW
2734;positive;Ini apa ada pengaruhnya dengan nilai rpor
2735;positive;Maksudnya seperti apa AyahBunda Bisa dijelaskan secara detailnya disistem kami tidak terbaca SW
2736;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 862985 Terimakasih sudah menghubungi Tim Parents Care SMM HPR
2737;positive;Itu no tiketnya
2738;positive;Baik AyahBunda terimakasih untuk konfirmasinya ya Jika AyahBunda ingin berhenti ekskul silahkan ikuti konsultasi kami secara online ya Besok Selasa pukul 15000 di link berikut ini httpswwwsekolahmuridmerdekaidKonsultasiOnline SW
2739;positive;Ini apa ada pengaruhnya dengan nilai rpor kalau tidak ikut ekskul
2740;positive;Maaf sy blm bs karena praktik
2741;positive;Makanya saya chat lgsg
2742;positive;Akan ada pengaruhnya terhadap nilai raport AyahBunda SW
2743;positive;Iya pengaruhnya apa mbk
2744;positive;Jd dirata rata dengan nilai mapel atau gmn
2745;positive;Dan apa jd menjelekkan nilai rapor
2746;positive;Iya benar seperti itu AyahBunda akan mempengaruhi nilai yang lain ya SW
2747;positive;Oh jd wajib ikut ya mbk
2748;positive;Iya benar AyahBunda wajib mengikuti satu ekskul ya SW
2749;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu SW
2750;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 746409 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu DI
2751;positive;Halo kak mau nanya tentang kelas koding yang tidak bisa kami akses
2752;positive;
2753;positive;Bukannya kami bayarnya setahun full yah
2754;positive;Baik AyahBunda apakah pada akun belajar ananda ada tagihan aktif untuk ekskul koding DI
2755;positive;Iaa ada kak
2756;positive;Tapi bukannya dari awal udah kami bayar untuk setahun pembelajaran yah
2757;positive;Baik AyahBunda kami mohon maaf atas ketidaknyamanan ya AyahBunda Terkait hal ini perlu dilakukan pengecekan tetapi mohon maaf saat ini tim Sekolahmu nya sedang libur Jika AyahBunda berkenan silakan menghubungi kami kembali di esok hari ya AyahBunda DI
2758;positive;Oke kak
2759;positive;Baik AyahBunda apakah untuk saat ini ada hal lain yang bisa kami bantu kembali DI
2760;positive;Udah kak
2761;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu DI
2762;positive;Halo Selamat Sore AyahBunda Percakapan ini terekam dengan nomor tiket 755552 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu FR
2763;positive;Slmt sore sy mau bertanya terkait program eskul anak sy an Hasna Alisma PAUD A
2764;positive;Eskulnya sains dan pembimbing grup tele nya krg responsif jd sy sulit mau cari informasi
2765;positive;Apakah rekaman2 kls di upload ya oleh guru tsb Dan dimn ya diletakkannya krn sy cari2 tdk ketemu
2766;positive;Baik AyahBunda kami konfirmasikan ke tim terkait terlebih dahulu ya Mohon kesediaannya untuk menunggu FR
2767;positive;Baik trmkasih
2768;positive;Baik AyahBunda terimakasih FR
2769;positive;Apakah ada hal lain yang dapat kami bantu kembali AyahBunda FR
2770;positive;Sy masih menunggu jwban
2771;positive;Mohon maaf AyahBunda terdapat kesalahan mengirim pesan FR
2772;positive;Saat ini kami sedang menunggu konfirmasi dari tim terkait Jika sudah ada informasi dari tim terkait kami akan segera menginformasikan kembali ke AyahBunda ya FR
2773;positive;Siap sy tunggu infonya trmksh
2774;positive;Baik AyahBunda FR
2775;positive;Ayahbunda untuk melihat rekamanrekaman nya di aktivtas nomor 7 ya FR
2776;positive;Trmksh tp itu utk yg lama rekaman 2 minggu terakhir tdk ada disitu
2777;positive;Mohon menunggu diinputkan oleh gurunya ya AyahBunda FR
2778;positive;Untuk semua rekamanrekaman ada di aktivitas nomor 7 ya mohon mengeceknya secara berkala ya FR
2779;positive;Oo belum jg ya Ya mnrt sy terlalu lambat bkn sy aja yg nunggu mau mengikuti
2780;positive;Trmkasih infonya ya
2781;positive;Baik AyahBunda akan kami sampaikan ke pihak gurunya ya agar segera di upload FR
2782;positive;Samasama AyahBunda Apakah ada hal lain yang dapat kami bantu kembali FR
2783;positive;Tdk ada trmkasih
2784;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu FR
2785;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 767035 Terimakasih sudah menghubungi Tim Parents Care SMM Ada yang bisa kami bantu SD
2786;positive;Selamat siang
2787;positive;Saya mau menanyakan ttg pencatatan ekskul di transkrip anak saya
2788;positive;Jadi saya sempat mendaftarkan anak saya utk ekskul quran semester 1 ini Tapi krn jadwalnya ternyata bentrok dg kegiatan lain anak saya tidak jadi ikut saya jg belum pernah bayar uang ekskulnya
2789;positive;Nah tapi saya lupa utk lapor minta pembatalan ekskul
2790;positive;Ini apakah masih bisa saya lakukan sekarang ya Pembatalan ekskul quran semester 1 Krn jadi merah nilai ekskul quran di rapor anak saya
2791;positive;Sebenarnya semester 2 mau ganti ekskul juga sekalian Jadi semester ini anak saya ikut ekskul seni rupa mau dihentikan semester 2 ganti ekskul quran
2792;positive;Tapi yg seni rupa semester 1 apakah bisa dibatalkan dulu ya Krn anaknya belum pernah masuk kelasnya sama sekali belum bayar sama sekali
2793;positive;Data anak saya Nama lengkap Muhammad Rahardian Akmal Kurniawan Email tugassekolahakmalgmailcom
2794;positive;Baik bunda Akan kami infokan ke tim terkait ya bunda SD
2795;positive;terima kasih saya tunggu ya
2796;positive;Baik bunda mohon ditunggu ya SD
2797;positive;Bunda izin konfirmasi kembali Yang seni rupa ini ingin dihapus juga bunda tetapi persentase nya hampir 100 bunda SD
2798;positive;Bukan dihapus Tapi utk semerter 2 nanti mau ganti ekskul
2799;positive;Yg dihapus utk semester 1 ini yg ekskul quran saja
2800;positive;Baik bunda kami infokan ke tim ya SD
2801;positive;Bunda ekskul qurannya sudah diproses untuk dihapus dari rapor ya Silakan isi form berikut ya bunda Bagi kawankawan murid yang memiliki kendala terkait nilai ekskul silakan mengisi form berikut httpsbitlypengaduannilaiekskul Batas pengajuan kendala program atau perbaikan nilai ekskul adalah 29 Desember 2023 dan tidak ada perpanjangan waktu tambahan Guru akan melakukan koreksi ulang sampai tanggal 10 Januari 2024 Nilai terbaru akan dipublikasi tanggal 12 Januari 2024 Silakan cek update rapor pada tanggal ini ya bunda SD
2802;positive;Baik Terima kasih
2803;positive;Untuk berhenti ekskul ikut ekskul baru semester depan bagaimana caranya ya
2804;positive;Baik samasama bunda Jika ingin berhenti ekskul silakan isi form berikut ya httpsbitlyformkendalaekskul Request pindahganti ekskul akan dilakukan di semester 2 untuk ekskul lamanya akan dihapus ketika sudah pembagian rapor supaya nilai ekskul lamanya masih bisa masuk Lalu ayahbunda dari sekarang sudah bisa mendaftar ekskul baru melalui paket kelas ya berikut linknya httpsbayarsekolahmupaketsekolahmuekskulsmm SD
2805;positive;Oh baik Terima kasih banyak ya atas bantuan infonya
2806;positive;Samasama ya bunda dengan senang hati dapat membantu Bisa langsung daftar ekskulnya dengan melakukan pembayaran ya bunda Apakah ada yang bisa kami bantu kemballi bunda SD
2807;positive;Baik AyahBunda Terimakasih sudah menghubungi tim Parents Care SMM Kami izin menutup percakapan ini ya Sebelum kami tutup jika AyahBunda berkenan mohon bantu kami menjadi lebih baik dengan mengisi survey berikut httpswwwsekolahmuridmerdekaidbantuSMM Apabila ada pertanyaan atau kendala silakan menghubungi kami kembali dengan senang hati kami akan membantu SD
2808;positive;Selamat siang bumau tnya utk nilai coding anak sy
2809;positive;Kmrn sy liat di penilaian di LMS nilai project akhrnya 100 kenapa saat di raport jd 95 ya
2810;positive;Cb bs dibantu dicek in lg ya bu
2811;positive;Halo AyahBunda Percakapan ini terekam dengan nomor tiket 767120 Terimakasih sudah menghubungi Tim Parents Care SMM UY
2812;positive;AyahBunda untuk perubahan nilainya bisa isi form berikut ya httpsbitlypengaduannilaiekskul UY
2813;positive;Sy sdh isi form perihal nilai nya yg tiba berubah ya busemoga sy bs dpt feedback dr gurunya yaterima kasih
